"replication","mean_loop","slope_loop","mean_boot","slope_boot"
44,0.105483682125425,-2.06858412904609,0.0699942162526457,-2.04816793883823
45,0.0919016602953724,-2.04537142503557,0.0402717349920655,-2.0257955144394
46,0.133392238498622,-2.11558167775545,0.0617582060025353,-2.03209915450272
47,0.140532992261214,-2.05896200404943,0.0854642313770638,-2.08934596743252
48,-0.0290410456818398,-2.08550370505211,0.150543010033131,-1.98435786004155
49,-0.0173934341660298,-2.09560801504542,0.111107619555926,-2.09894831133082
50,0.0883283377489883,-2.04871442101158,0.118407154017719,-1.99067331693007
51,0.00660680166153326,-2.03191130804683,0.0304719287724402,-2.00464290855442
52,0.0562015009120361,-2.0062899180396,0.0742268463986189,-2.03872297250654
53,0.0222331770599802,-1.98723224208496,0.0749980305812246,-2.00921403900153
54,0.113514069771113,-2.07643367587289,0.136145604583899,-2.12446986545749
55,0.0345357284154234,-1.99221801203182,0.123688674496705,-2.03626391102453
56,0.0320216991389742,-1.99495129407085,0.0532282001194085,-2.01380252956824
57,0.106254242685585,-2.01824170736957,0.0195047836967609,-2.00210193670341
58,0.156717653069973,-2.00221904609096,0.0969516835253637,-2.02492298076184
59,0.125866750933891,-2.03800529247365,0.0917967571225958,-2.03527384321616
60,0.131238797396435,-2.0502079518667,0.00588202250127886,-2.05505787882122
61,-0.062661467148098,-2.03784266043289,-0.0168827924540482,-1.94685100460332
62,0.0853477695843792,-1.97000493238227,0.0233010100163796,-2.08983958247175
63,0.0397967349078824,-2.02815116585561,0.15887143809562,-1.9985805266852
64,0.142504858209232,-2.05045442354087,-0.0267556135077711,-2.03670417483483
65,0.0385134716838957,-1.98965537133939,0.0211296756409572,-2.0107994989617
66,0.107411527357656,-2.06982667606723,0.00104306694748488,-2.01074119360388
67,0.153344238132976,-2.00173023908496,0.0236646158281657,-2.04513624169977
68,0.016407133211175,-2.04801595668966,0.0843040379432948,-2.11154710290966
69,-0.0811336087903483,-1.98904352094033,0.0629544764481503,-2.08072331615504
70,0.158340596970817,-2.06067202847646,-0.0261532166636173,-2.04456212184961
71,0.0168765122871439,-2.0052413643506,-0.0230044613978973,-2.06530360269443
72,0.0102588008429969,-2.01252923730453,0.0800258866542853,-2.01477653676196
73,0.073475604321552,-1.99996623068791,0.11850411543225,-2.04372863095489
74,-0.0585921758238238,-1.99291336141342,0.00395274483746213,-2.05368814466544
75,0.0321927249416484,-2.06036448764933,-0.023855097384517,-2.00565821869816
76,-0.062477415387472,-1.98627684426215,0.120107069265361,-2.08459985390261
77,-0.0127425074794365,-2.02037370563969,0.131730590060295,-2.07893016840484
78,0.0795809254259501,-1.99670309152351,0.139877405619185,-1.99607921830194
79,0.0421598586082202,-2.00926072581073,0.0023509953047001,-2.03399400437808
80,0.137940043467678,-2.11918482577548,0.0170037953347656,-2.08936621194603
81,0.0193586152897681,-2.02836129588348,0.0716633011122053,-2.01681783563647
82,0.138061816332046,-2.04829499715363,0.11669049036938,-2.05537390202202
83,0.0415700211019046,-2.06830060211175,0.0582300515726046,-2.04471057608058
84,0.0498543497060361,-2.00127871867473,0.0128659497388679,-2.05210345334889
85,0.0774951617988915,-2.07366981428031,0.0381249995631265,-1.98911869221698
86,-0.0241072204924415,-2.0138018223977,0.0659444657965187,-1.99136406977678
87,0.0874252100066327,-2.07182584370266,0.133633405609999,-2.03361470391269
88,0.14257907561572,-2.02209669390749,-0.0370426781772629,-1.95822154563694
89,0.0292515936142769,-2.00558042270541,0.0546307151023057,-2.05821041931217
90,-0.0768229590715895,-2.06770719135592,-0.0225522054596317,-2.0144081217029
91,0.0481000743843495,-2.01917981336738,-0.0438481034637698,-2.01586178109651
92,0.0580499904726965,-2.00492359590898,0.0925201342729127,-2.04157721782801
93,0.16649519302601,-2.03870054131074,0.0283734361452339,-2.01744774854215
94,0.0717660186573821,-2.05578284816935,0.111840229943413,-2.05419086492774
95,0.0328639135017279,-2.08204319466662,-0.0305543515219376,-2.08541519172478
96,0.00787384361565725,-2.09895095183363,0.0189386674448399,-2.06088037743929
97,0.0186792402880486,-2.08782392353544,0.0211651083010229,-2.02889963680404
98,0.102697267083462,-2.03302082442476,-0.0349539544492006,-2.0152996713895
99,-0.101507251020607,-2.07677790565579,0.156930085845053,-2.03366342623845
100,0.0101225303352278,-2.02797907740522,0.0545273709034091,-1.99875388290017
101,0.153598102767649,-2.04510076934334,0.0518496574204786,-2.07928723464939
102,0.0347839591844352,-2.00416202112361,0.0549384001112081,-1.95135289481124
103,0.215271147841634,-2.00127260403809,0.00833913578472339,-1.99622621803344
104,0.0181215059648059,-2.03036955869556,0.0155139113124353,-2.06779571531367
105,0.0495060302115372,-2.03196514968856,-0.0270581989838955,-2.00845653948522
106,0.0224108100562762,-2.02607712054776,0.0275668833943918,-2.1478093231829
107,0.0381526962647341,-2.00753223954247,-0.00203492251103232,-2.04014753986594
108,-0.000909772645074461,-2.03998626320723,0.10865345166682,-2.03035116801332
109,0.0705896522415479,-2.0517806455821,0.131942786452224,-2.07923236416642
110,0.0643914185833055,-2.05454284117186,0.106209083695547,-2.02303043671933
111,0.0627228649107782,-2.07528098921755,0.0657744046150523,-2.00071686316551
112,-0.0123133963415519,-2.0120497959166,0.131845108324718,-2.02939546061718
113,0.117074084959468,-2.05768945981068,0.119385033668631,-2.00718402434925
114,0.140694619125748,-2.03082332363917,0.0653210050200469,-2.03039601166672
115,0.0822195158642319,-2.07894311018865,-0.0100290300756997,-1.99341542964308
116,0.0852155720049655,-2.05550589666863,0.100581186824653,-2.06245930216593
117,0.181303450378564,-2.05050047847957,0.119793498373299,-1.97678384718366
118,0.0439246479416518,-2.02490037377598,0.055358946281674,-2.03548188551487
119,0.118407413603436,-2.07318606697526,0.0744380361204098,-2.02881911585774
120,0.0478738936097377,-2.0606785429838,0.113612562491348,-2.04953402476903
121,0.172622347779362,-2.02053763746725,0.0916364555669055,-2.06929900279879
122,-0.0185385817383892,-2.03938586147571,-0.0132017537009496,-1.98287825767389
123,0.0264366590816233,-2.06532295577011,0.0208713280361368,-1.99513158071682
124,-0.0446679973177491,-1.99942240177071,0.0541874659737236,-1.96231954358596
125,0.0499280596360057,-2.11104493996552,-0.0298478892620024,-2.07809072541515
126,-0.0381061873207569,-2.07876737247399,0.00884833024947982,-2.04709707962221
127,0.0120977326639118,-2.04290216955394,0.132604801715673,-2.07704694875548
128,0.0840883072198107,-1.99098068392096,0.0461282448606096,-2.0453296237032
129,-0.0461292344634663,-2.04996551251796,0.101322913538316,-1.98738926613974
130,0.0632136413893545,-2.03873332326272,-0.0681119844079512,-2.05586498242794
131,-0.035480859717298,-2.04220902784102,0.0606891209918974,-2.05054341937565
132,0.000412890473049315,-2.05579890176115,0.0103392735756419,-2.0864833819754
133,0.0415528469193293,-2.09846856251102,0.073599331641826,-2.0154109270357
134,0.132878539148384,-2.00340793796025,0.0724857018800355,-2.07566336151855
135,0.10828210576879,-2.03003556259095,-0.00559688731227185,-1.96952264310097
136,0.0423602306001834,-2.00154383818856,0.0632500858526269,-2.00554745043846
137,0.0995441583022165,-2.02887335459272,0.000259007164770727,-2.02277408699775
138,-0.00472562917163392,-1.99554087762076,0.029224954117106,-2.07685023876972
139,0.0608133580440525,-2.01330423001029,0.040769798225396,-2.03512055801844
140,0.0760364374224377,-2.02339281317161,0.0125492551273612,-2.01170694274837
141,0.0349894296857933,-1.97788398998244,-0.0422476223086382,-2.05906430906028
142,0.125374206028447,-2.04131834569492,0.0406145762219495,-2.02542385257367
143,0.064950126981593,-2.06165140145629,0.128541145820088,-2.04254575642261
144,-0.0239671202332862,-2.04263848331845,0.0295390830594414,-1.89252360528926
145,0.011450628146583,-2.02937402888094,0.0539519837118122,-2.05561923486903
146,0.0717996584892787,-2.07551998274122,0.0426363320621076,-2.03134163160904
147,-0.00358029760582018,-2.0601123153545,0.05748343790517,-1.99514154446107
148,0.0606564945474606,-2.05266848170693,0.0855035136499715,-2.04415215072702
149,0.0436722018448357,-2.05432132469812,0.0659871119961216,-2.05912989841702
150,0.0644298121402465,-1.99512839457702,0.0465523883160135,-1.98720291375076
151,-0.0396865196533937,-2.07674165592176,0.14885617590845,-2.05831400924976
152,0.129646460720084,-2.0517203936662,-0.0706838128322699,-2.0379876626278
153,-0.0244755535458626,-2.00812285166873,0.053236025977761,-2.10449507897985
154,0.0785567453472911,-2.05262259992777,0.0469640023640876,-2.0468315635374
155,0.0363996340498798,-2.06434332627794,0.10676706465338,-2.07710471391348
156,0.101474352754124,-2.02480316003535,0.033967347746716,-1.95002228332686
157,0.0207690843751077,-2.05248418893111,-0.0135446781848414,-2.02688768242622
158,0.0726976497556948,-2.01625951726924,0.0743454166646045,-2.09303643518721
159,-0.0210955783415929,-2.00961734182122,0.0334352499092299,-1.99883077299451
160,0.0554548442892563,-2.03427418385923,0.1132101392792,-1.96035514145713
161,0.0247342198239279,-2.01964417929784,0.107405210652169,-2.15893397156333
162,0.0429443449327999,-2.0363481149325,0.14443147112627,-2.08454731119963
163,0.0307403018819798,-1.99144785734588,0.0617139864702807,-2.00272972352666
164,0.0309905889499598,-2.05167557606724,0.120961516400917,-2.05914583849856
165,0.128514295136597,-2.08018738667513,0.0440760153171046,-2.04726123139239
166,-0.0203559269010242,-2.06374528003476,0.0898985591676194,-2.00514036458607
167,0.148129635356773,-1.98909711122168,0.120923021462289,-2.04393518223186
168,0.00967812270011088,-2.00857410838227,0.0349196492284357,-2.02653824489732
169,0.087170923316792,-2.03778155962009,0.0515517546646813,-2.01249751783809
170,0.0447479576215157,-2.01255810885991,0.0643263141254878,-2.07004426768576
171,0.0141122072873092,-2.05676781648642,-0.0329616380184798,-1.97109819948215
172,0.0140039468618535,-2.0471369759116,0.0627744817569285,-2.0381551897372
173,0.0586558235131611,-2.06234836525398,0.106473182722657,-2.0891927368957
174,-0.0289933759688888,-2.00667294585412,0.0869274487206469,-2.05922842034667
175,-0.0509732095758754,-2.02683171240083,0.0884333870115844,-2.03530630793596
176,0.0186636094292687,-2.00719453976596,0.0101400378932297,-2.0403211586638
177,-0.0867587050014309,-2.0366105350116,0.0487066008824008,-2.02322861589813
178,0.0953797526433629,-2.06132092352838,-0.0215447952636519,-2.04200026992866
179,-0.0640756756393587,-2.01769278838833,0.06992775911409,-2.09170522926987
180,0.0850385867821441,-2.03591848461281,0.127228772509608,-2.06746692816543
181,0.0803398383484928,-1.99691726635733,-0.000148140919151115,-2.03244544132699
182,0.0698121542452774,-2.04710209349301,-0.0113873531442882,-2.04236785547158
183,0.113652113169237,-1.96521042457785,0.0364466655972132,-2.09709373545637
184,0.123911216175791,-2.04325330096999,0.091235473969417,-1.94634873575394
185,0.0211667160660335,-2.03456976412295,-0.0544105005945095,-2.01986001719323
186,-0.0267505739401161,-2.06272706975962,0.0783120806897286,-2.05033037134233
187,-0.00536563918157458,-2.04955975411961,0.105405321760147,-2.02168064358551
188,-0.0214853922293206,-2.01042233415413,0.0720162107944029,-2.04437466832927
189,0.0097275522724807,-2.03001428777713,0.0271031505255811,-2.11680433629141
190,0.0662479610714487,-2.02885999189905,-0.0307556398691108,-2.05173738120448
191,0.00693481805360041,-2.13731669283722,0.0723411539515084,-2.08697824163452
192,0.0609615329212069,-2.05919332670803,0.12015124770748,-2.01152715717049
193,0.093911410705951,-2.02821995781214,0.0781677874663982,-2.03983326588385
194,0.02655701514705,-2.05233328329469,0.111348594917181,-1.99217460039629
195,0.0451495278116299,-1.99462192935816,0.0572486429522388,-2.06987920480725
196,0.0181743736688128,-2.03283614111483,0.043240345860342,-1.9778389385615
197,0.16330290327848,-1.98448806329089,0.0559924719752888,-2.07952465295462
198,0.135924491405791,-2.0352763997073,-0.0239586540043004,-2.04539713232575
199,0.0853207898868364,-2.10298602110598,-0.0134988688438653,-2.05758169202218
200,0.068168376958124,-2.04271058078869,0.170468852299216,-1.97595999576382
201,0.0150241696401541,-2.04932635780007,0.0331632977509376,-2.00604915519239
202,-0.137606536973316,-2.01468115047775,0.112543172032839,-2.04458144144546
203,0.153304559736361,-2.05475610343651,0.0774232684717734,-2.00514770889752
204,0.0996601315453088,-2.08470765497674,-0.0412434167589862,-2.0002089417361
205,-0.0438047449187299,-2.03035302482198,-0.0355296394114728,-2.06807542246818
206,0.0548135313216091,-2.07655863424412,-0.00699942200478727,-2.06076222424799
207,0.0465137502892182,-1.98541462447251,0.0691398478954776,-2.02295917848086
208,0.137344295137747,-2.06216323961784,0.0506777118052487,-2.04109059231026
209,-0.0170193231846784,-2.03915146714181,0.117200442344494,-2.01386539092953
210,0.0380517517447309,-2.01634340196091,0.043604511534824,-2.00948163276262
211,-0.0468766056426131,-2.14199972307142,0.145542470505423,-2.02097552920289
212,0.0309573633701115,-2.03635106167013,-0.0506469360147656,-2.0713837796632
213,0.0693608921316006,-2.00698314583015,0.00570897062115552,-1.98357461933222
214,0.0380550702199968,-2.06774290287067,-0.0157865149272865,-2.00188943631091
215,0.0210810548790803,-2.04324692451217,0.0332996810106792,-2.05278332532769
216,0.111890555549873,-2.04778136229112,0.0338496866065955,-2.06211414981872
217,0.0499610346345311,-2.02080192293824,-0.00034042966652567,-2.03476904892078
218,0.0615012058147346,-2.06866890758013,-0.0507734896205131,-2.02943874943962
219,0.00359754700361076,-2.05135966018248,0.0376914680182129,-2.02760772033518
220,0.0588362382624804,-2.01709182855546,0.115233734457988,-2.01407176539908
221,0.0190919537925891,-1.97957236448405,0.0495522855578496,-2.06712999850234
222,0.0854111639498692,-2.07833346709594,0.0490227427262173,-2.00323564208342
223,0.0206083665514628,-2.07361972643587,0.0443406814214058,-2.11015095364864
224,0.0737022782870387,-2.09173791115347,-0.0337815088332879,-1.96391929286085
225,0.0225509191953907,-2.04159556145698,-0.0222112815974442,-2.04307461299569
226,0.0999942317786559,-2.07753722720108,0.0658778945191196,-2.0418734259811
227,0.0843840731368489,-2.06994845289092,0.0662513162955765,-2.03907218994929
228,0.0869746359900547,-1.98214489878178,0.0785365149972472,-2.04394346794832
229,0.034942343626487,-2.03392701645172,0.0747194458978384,-2.06577890787448
230,0.150847601908455,-2.13325322139869,-0.0215418549074768,-2.04821299357692
231,0.0676889713738426,-2.01861329011035,0.0273551529997481,-2.06502910271978
232,0.0395467831975873,-2.03544042113578,0.0657223105855516,-1.99604852348684
233,-0.0342526255798519,-2.03027582575486,0.152424264139087,-2.05823844114264
234,-0.0634316120733239,-2.06429538971233,0.0498242513872408,-2.02312211915152
235,0.11741961239003,-2.01625805518805,0.0538873412720659,-2.01390386288587
236,-0.0212224671801568,-2.04014419464243,-0.01604885892376,-2.03565027154979
237,0.13161126154723,-2.10438505476256,0.0514465105074874,-2.10721048860107
238,-0.00510088912036507,-2.03843999057817,0.0147344861192648,-2.02406033284563
239,0.0441222739442666,-2.04457952220404,0.0553479866179466,-2.07069621741165
240,-0.0070038570626638,-2.05240072383578,0.0548602971064555,-2.01301228291071
241,0.097507776197275,-2.01072537130727,0.00671436559415827,-2.01712916610378
242,-0.0170467899860985,-2.06127198176099,0.165007693004031,-2.05213399970744
243,-0.0280963647589043,-2.00200799092675,0.0284301115654733,-2.0212980937552
244,0.0171172196850477,-2.06105266689155,0.121112756317151,-1.98240166581971
245,-0.0534807228854059,-2.09216571743638,0.0763509821249738,-2.00122634120217
246,0.0790846661680797,-2.0083804372559,0.0752420000949384,-2.04162862751105
247,0.151410812603158,-2.09285612631471,0.146925881969035,-2.04315524062955
248,0.108168402612651,-2.07337110709677,0.0881508018302231,-2.04054459607596
249,0.105701145525221,-2.06011873516013,0.0613740007714243,-1.99879137357338
250,0.0232561599458392,-1.98665637544335,0.01132499708237,-1.99075049978718
251,0.0426774429943901,-2.05810166614599,0.100095734016814,-2.05708026818203
252,0.0692008070576273,-2.01504284989436,0.12488897554495,-2.0279144048329
253,-0.0720421678614399,-1.99413716069894,0.0815164120994224,-2.0751444572307
254,0.0419976982241925,-2.04264935270646,0.112534994091518,-2.01410225585668
255,0.175104496759177,-2.03284763386095,-0.0116035675930516,-2.06811932614029
256,0.053346124021974,-2.08018588354167,0.119824166930054,-2.05800166658613
257,0.0870877751379048,-2.04187594935679,0.0255251303476823,-2.08014879041575
258,-0.00144171450090461,-2.02275951576275,0.0120090774535331,-1.99564335649912
259,0.0523056373898585,-2.07455226730254,0.0354551078841331,-2.05074286774597
260,0.101056679692584,-2.05682630460552,-0.0363739551600737,-2.06342361841993
261,0.0994826027237604,-2.0696659213374,0.0984806027366815,-1.99922516490611
262,0.135305071972325,-1.93962208030301,-0.0243628723288061,-2.02467329461081
263,0.006106072376867,-2.0270223957036,0.0777042612828175,-2.07323309105873
264,0.0869030640942443,-2.02786528589638,0.0220098488602248,-2.01205376041421
265,0.124217318276367,-2.03617516351845,0.0392886019938289,-2.01462357254348
266,0.106337443518469,-2.00580295775708,0.0609689056644169,-2.03878423944557
267,0.0760750656778618,-2.00099383983955,0.119399985091298,-2.03757482174186
268,-0.0234061121413087,-2.0220386524299,0.123208756482841,-2.03170864088468
269,0.0390688943525188,-2.02866713541651,0.193033550920139,-2.01852001395755
270,0.0385136089157873,-2.02913564003574,-0.0613669490213209,-2.01497219481778
271,0.066481050527796,-2.11752407267399,0.0727860288192248,-2.03641101984228
272,-0.00506346740961463,-1.98156408602404,0.040179401585613,-2.00706739920952
273,-0.00363763355607538,-2.02724626048803,0.0337230131723125,-2.04794562272164
274,-0.00333046482681102,-2.03004419168594,0.0090136882564977,-2.01767686385661
275,0.0221118874020413,-2.03685854539936,-0.0452685326578952,-2.03134775633005
276,0.0705305458676012,-2.01959647950523,0.0433649699953061,-2.00213690747636
277,0.0513564198602484,-1.96037135325908,0.0886823245316732,-2.08862312275256
278,-0.0364181382208846,-1.99976440530023,-0.0443404400167398,-2.05355087112629
279,0.0838623595700913,-1.99693585102964,0.0932288135703579,-2.06255794657464
280,0.0584406734672065,-2.02859169699523,0.0619258246864085,-2.08940365924818
281,0.102979373762572,-2.04591234632049,0.0305212850575723,-2.06991311265135
282,0.121482726362778,-2.00782274912695,0.0511460744764495,-2.01958698853649
283,0.0496918099434372,-2.01485953975059,-0.00993054549838835,-2.07026626797832
284,0.024462567084309,-2.0279488304761,0.0020563294292363,-2.06458603697959
285,-0.0424561417022581,-2.00904654369331,0.00795326042387935,-2.03426151543822
286,0.119048459782791,-1.99937731658783,0.0407460060158774,-2.03405748544068
287,0.0787564961758817,-2.00611990498404,-0.00597059979935473,-2.0494661539749
288,0.0445875073718124,-2.07115435569774,0.0913439031019232,-1.99863584329614
289,0.102510022769693,-1.9983416774796,-0.0200091428146727,-2.03299362914807
290,0.0752810289179571,-1.97423843294009,0.189719547770302,-2.01449103102862
291,0.0388591472859755,-2.03414144312159,0.0895016672221795,-2.03850643153
292,-0.00799959174778889,-2.00851248857487,0.0465896603671482,-2.00575215823317
293,0.119491014351506,-2.0202016382951,0.0802870453997932,-2.02720761135815
294,-0.0686470105715011,-2.01100901278707,0.168890716566957,-2.04498219125617
295,0.0576667138006516,-2.02852165314297,0.0775791993725189,-2.03973716789836
296,0.0412237959899869,-2.01764920443178,-0.0518168037707201,-1.99342777472008
297,-0.0484965738252702,-1.96729676442154,-0.0670093384379977,-2.0694644239009
298,0.0204917573081393,-2.03978560788277,0.0527338544951491,-2.05054824967458
299,0.135038125441439,-2.08216043348097,0.0711509172851697,-2.02124750501088
300,0.0613061327473352,-2.00798688686356,0.117282399675883,-2.03314355370271
301,0.0629053743152033,-1.97019964199233,0.0613988757110947,-2.04415092291857
302,0.0600520505480965,-2.057089906814,0.065140161672389,-2.00994794466352
303,0.0917779447873219,-2.0671055317726,0.111264055060554,-2.01781322466497
304,-0.0157130790059241,-1.98624601050683,0.0302136252529057,-2.043755040454
305,0.0484217806755114,-2.0154694015972,0.0229891588610943,-2.06663874671028
306,-0.0327889016380634,-2.07598753210673,0.0645572648704805,-2.03409791606146
307,0.0124933477526751,-2.03244904114183,0.0193670566624841,-2.0121741383903
308,-0.00916882547929044,-1.98293923840808,0.0783157416465223,-2.05059857141239
309,0.0818543425253998,-1.98674323092233,0.0486877929303014,-2.04664104975916
310,0.0605204982824965,-2.01490839215097,0.0855338331470242,-2.04318367330472
311,0.0983952058023238,-2.00213040581802,0.0515216795352423,-2.04735804044193
312,0.060162026533417,-2.06697130104636,0.0453768470049367,-2.0440059601355
313,0.226102721442662,-2.07393710304377,-0.037139282437714,-2.0584765710153
314,0.149993226963474,-2.04438916637157,0.152619931968672,-2.05531518783771
315,-0.028495093432472,-2.02972283309392,0.0304766103996288,-2.00953930276346
316,0.0968607253587625,-2.01554502477291,0.0747548661833763,-2.03607865644785
317,-0.013632254674749,-2.06592861719623,0.121413617958657,-2.04887631554467
318,0.0065709012559186,-2.02679392752028,0.104137371302108,-2.05724273939605
319,0.00383730113056905,-2.05250780395221,-0.024049617707915,-2.0476379936705
320,0.0449512949869284,-2.00251208762922,0.122837423449583,-2.00060520391186
321,0.0370228549523185,-2.05036926311059,0.135576683589088,-2.07846904114838
322,-0.107298070463994,-2.08510024593345,0.100078725390085,-2.01900703051293
323,0.0977164215179563,-2.03582180986182,0.0297880209442277,-2.01365094570601
324,0.0350812913534775,-2.04280265155204,0.0761608229554465,-2.01832320135749
325,-0.095157269951262,-2.05236979214847,0.0277244649733378,-2.02111349491767
326,0.0846160186539351,-2.03570820928025,-0.0701146325725664,-2.03046123389378
327,-0.0249287518738099,-1.9703226767704,0.149763661639611,-2.02108308376368
328,-0.00630849235867644,-2.03332082923888,0.0657163980078716,-2.003869555906
329,0.0261515450037425,-2.01659526970523,0.0934286592983739,-2.10534253838568
330,-0.00509232962249388,-2.03539881549254,0.0976954498632789,-2.06181697320362
331,0.0915365660572599,-2.0100971159898,0.130304088728251,-1.95150612745078
332,0.191957409198138,-2.10586485605662,0.142632467961352,-2.01647536895622
333,0.0153083438703738,-2.03224037241148,-0.0735780725568657,-2.057762202121
334,0.118106755638429,-1.95807758258723,-0.00787986274672713,-2.07992130618799
335,0.187419585340668,-2.07858241782287,0.00441830749819068,-2.0544562990861
336,0.0101818707182589,-1.99348050361365,-0.0136071074791541,-2.03159484430245
337,-0.0414652764095386,-2.02903753045554,0.0674123226076813,-2.07763876733819
338,0.0872852452629006,-2.01144917642613,0.0940008609641935,-2.08331636441966
339,-0.00413150604575443,-2.01849725671449,0.08024067236992,-2.06985469164967
340,0.00269606842045905,-2.03148151037482,0.0405454402230471,-2.02724811733847
341,0.00681526482873636,-2.06946105821869,-0.00686773468917584,-2.04147054896032
342,0.174388394105701,-2.02454182340114,0.0508084895851604,-2.03833944952641
343,-0.00788734110529538,-1.99000628543426,0.0356855151577914,-2.02297439736594
344,0.130517298533776,-2.06418503379603,-0.0262019115421618,-2.05022419170557
345,0.0466914559143982,-2.00332978370648,0.00956748582234681,-2.03553205345951
346,-0.0650756146846964,-2.04620318743133,0.0720036045597154,-2.03089809803201
347,-0.0152637692560192,-2.02678681454844,-0.0361120491669976,-2.01785129214063
348,0.151124965785917,-2.04938131465168,0.0426321673716432,-2.02237157729995
349,0.0222270423066989,-2.02971763711051,0.039165150303416,-2.01729090738941
350,0.039799792153169,-2.08992387789608,0.036655742608209,-2.09887412777576
351,0.110013936679438,-2.06375244851085,0.0541642882049159,-2.00821669329583
352,0.0393383260526975,-2.05049519973094,-0.0220895714698004,-2.00934696544172
353,0.0229475214344655,-2.0209994427288,0.101152300972136,-2.03884130325635
354,0.0433631438168724,-2.09071556804554,-0.0067966984462532,-2.05879472905501
355,0.0908635643682055,-2.06276363042332,0.108188707544122,-2.00221096520231
356,0.00330048543122369,-2.04050860341453,0.164462618757016,-2.04021128817064
357,0.120909872332502,-2.06114703644875,-0.0126086131433813,-2.00713649222549
358,0.0291002958682063,-2.04216903050183,0.096713118145546,-2.11305127710695
359,0.0471144996670911,-2.01869708293368,0.119885296952819,-2.04439712712705
360,0.0494187939101703,-2.04643135509597,0.0354047012186738,-2.01145469492099
361,0.0168435828523382,-2.04870909877057,-0.0128959203640195,-2.06872893774141
362,0.0221123994849244,-2.04448179663297,-0.07094283273329,-2.00844738450272
363,0.0291979335886973,-2.04225054830668,0.0744476193286486,-1.98330442734827
364,0.0698575753761267,-1.99514109710489,0.140786970880514,-2.04898623814278
365,0.1458772247492,-2.09107259854411,0.0436724666348981,-2.07253549894645
366,0.0534735956755238,-2.04040690481018,0.108611322593271,-2.0422057345853
367,0.0526091148999985,-2.03565179975959,0.0488703636091055,-1.97379360506913
368,0.0728882643882643,-2.05493038259852,0.141446187072272,-2.06811905615774
